$sig_U_00_up
    Row.names         V1       V2       V3 1_hab00_mean 2_uncut_mean     theta      prob    log2FC
74    ML003512a  ML003512a        UBE2A  7.32e-99    62.833333 5.381667e+01 0.4429437 0.9766647  0.22347708
2250   ML41863a   ML41863a          VWF  1.44e-33    26.420000 2.263333e+01 0.3160822 0.9537066  0.22318139
1665  ML167041a  ML167041a        DOT1L  1.18e-80    31.660000 2.712667e+01 0.3205632 0.9549559  0.22294948
881   ML062227a  ML062227a        CSTF3  2.79e-25    43.616667 3.737667e+01 0.3704269 0.9638384  0.22274161
786    ML05264a   ML05264a      PDCD6IP 1.00e-161   106.016667 9.085667e+01 0.5932888 0.9843213  0.22262680
345    ML01825a   ML01825a        ABCF1  0.00e+00   221.176667 1.895667e+02 1.0099198 0.9938433  0.22249389
1842   ML20918a   ML20918a        ADCY9  1.09e-49    81.996667 7.029333e+01 0.4424977 0.9766579  0.22217739
1626  ML159711a  ML159711a         GPS1  1.31e-80    41.930000 3.595333e+01 0.3883220 0.9657917  0.22185730
1865  ML216315a  ML216315a        SRSF3  1.55e-12    91.506667 7.847667e+01 0.4395638 0.9765758  0.22161309
735    ML04904a   ML04904a         GRK3 6.18e-113    83.266667 7.141000e+01 0.5400045 0.9823676  0.22161295
2059   ML27697a   ML27697a        PLAC8  1.39e-07   596.043333 5.112067e+02 1.0681222 0.9937129  0.22151057
336    ML01802a   ML01802a        SF3B2  8.04e-07    64.313333 5.516000e+01 0.4052728 0.9704556  0.22149541
1171   ML08632a   ML08632a       VPS37A  1.44e-33    67.176667 5.762667e+01 0.4602746 0.9763861  0.22122364
1484   ML13377a   ML13377a         NME2  1.10e-70  1872.946667 1.606770e+03 0.8828621 0.9959562  0.22114639
781   ML052315a  ML052315a        SDCBP  3.04e-83   445.180000 3.819500e+02 0.6024538 0.9848383  0.22100499
619   ML039726a  ML039726a        MNAT1  3.58e-74   112.190000 9.627333e+01 0.5239234 0.9790763  0.22073594
430   ML025018a  ML025018a        FOXK1  1.47e-55    39.996667 3.432333e+01 0.3410070 0.9604042  0.22069010
89    ML004913a  ML004913a      CASKIN2  1.05e-50    31.370000 2.692333e+01 0.3312452 0.9580365  0.22052849
667    ML04461a   ML04461a         INIP  2.41e-11    64.550000 5.541000e+01 0.3464354 0.9612909  0.22027073
2283  ML460816a  ML460816a        PSMD7 1.14e-146   169.910000 1.458533e+02 0.6367944 0.9866948  0.22025241
814    ML05474a   ML05474a         NFYC  2.36e-74    53.773333 4.616667e+01 0.4034908 0.9700480  0.22003933
2282  ML460812a  ML460812a        ENDOG  4.10e-65    25.753333 2.211333e+01 0.3061159 0.9511817  0.21984267
540   ML033233a  ML033233a       CACNB2  1.46e-48    25.673333 2.204667e+01 0.2996704 0.9500798  0.21971008
371   ML020057a  ML020057a        ATG13  2.61e-33    87.816667 7.542667e+01 0.4727760 0.9770319  0.21942010
1139  ML084210a  ML084210a         MOB2  3.21e-52   184.830000 1.588133e+02 0.5858201 0.9841537  0.21886690
1231  ML093517a  ML093517a          KCP  7.65e-18    55.516667 4.773333e+01 0.3268832 0.9567778  0.21792386
801   ML053634a  ML053634a        PSMD1  1.57e-77   127.550000 1.096733e+02 0.5175196 0.9773862  0.21785012
2287  ML460828a  ML460828a         FLNC  7.45e-17    35.453333 3.049000e+01 0.3003442 0.9501684  0.21758513
1309   ML10431a   ML10431a        CNOT1  8.97e-13    32.600000 2.804333e+01 0.2990381 0.9500086  0.21721412
1563  ML148513a  ML148513a         MYL1  4.52e-28    32.720000 2.815000e+01 0.3459865 0.9612260  0.21703783
1568  ML148535a  ML148535a        NOVA2  7.73e-22   112.013333 9.637667e+01 0.5162084 0.9771587  0.21691466
2145  ML322211a  ML322211a        ACTG1  0.00e+00   281.146667 2.419233e+02 0.5465987 0.9821460  0.21677302
246    ML01204a   ML01204a        TRIP4  1.48e-95    35.403333 3.047000e+01 0.3516781 0.9619648  0.21649570
1779   ML19919a   ML19919a        AIFM1 3.77e-132    39.746667 3.423333e+01 0.3509158 0.9618704  0.21543210
263   ML014425a  ML014425a         CTSD  1.08e-45   323.926667 2.790033e+02 0.9166150 0.9978183  0.21538488
2267   ML44907a   ML44907a          FYN  1.16e-04   114.053333 9.825333e+01 0.5233598 0.9789053  0.21513035
2018   ML26791a   ML26791a         MIB1  8.73e-72    73.833333 6.361667e+01 0.4156422 0.9727699  0.21486751
1336  ML106626a  ML106626a         WDR4  4.74e-20    36.396667 3.136333e+01 0.3219930 0.9553624  0.21472743
984   ML070267a  ML070267a       ZNF593  5.85e-17   238.763333 2.058000e+02 0.5848416 0.9841167  0.21433832
1315  ML104636a  ML104636a        CALM2  4.28e-97  2168.230000 1.869530e+03 1.7673781 1.0000000  0.21384218
1756  ML190421a  ML190421a        ZC3H6  9.79e-23    44.283333 3.819000e+01 0.3470784 0.9613774  0.21356890
1689   ML17405a   ML17405a       TSG101  3.39e-33   112.190000 9.675667e+01 0.6107732 0.9859385  0.21351111
382   ML021133a  ML021133a       TUBA1C  0.00e+00    52.853333 4.559000e+01 0.4570894 0.9764773  0.21327705
1644  ML161322a  ML161322a       ZRANB2  1.78e-07   211.870000 1.828033e+02 0.7582304 0.9916119  0.21288694
1270   ML09843a   ML09843a       STAT5A  3.19e-07    84.606667 7.301333e+01 0.4432958 0.9766701  0.21261140
167    ML00792a   ML00792a        AP3D1  0.00e+00    70.983333 6.130667e+01 0.5109270 0.9767868  0.21143636
1738   ML18471a   ML18471a         MIB2  1.25e-57    88.256667 7.627000e+01 0.4512451 0.9766390  0.21058956
1770   ML19481a   ML19481a        NAA50  2.64e-57    70.520000 6.095000e+01 0.3368632 0.9595145  0.21040625
62    ML003220a  ML003220a        HYDIN  9.98e-06   230.280000 1.990600e+02 0.5928612 0.9843125  0.21018577
1573  ML148910a  ML148910a          VCL  4.17e-25    60.123333 5.197667e+01 0.3708597 0.9638532  0.21006088
535   ML033213a  ML033213a       ZNF609  1.53e-10    41.493333 3.587667e+01 0.3440591 0.9609364  0.20983371
655   ML043515a  ML043515a         DLST 3.25e-101   161.320000 1.395333e+02 0.6853352 0.9915881  0.20931550
1502   ML13817a   ML13817a       TSPAN6  1.80e-15    62.766667 5.429667e+01 0.4286231 0.9755511  0.20913496
320   ML017425a  ML017425a        KPNA6  0.00e+00   128.096667 1.108167e+02 0.6296327 0.9868086  0.20905806
1016   ML07281a   ML07281a      RASGRP1  2.23e-27    33.186667 2.871333e+01 0.3301128 0.9577131  0.20888291
679   ML045246a  ML045246a       PIK3R1  4.10e-24    48.723333 4.215667e+01 0.3575350 0.9626985  0.20885204
1387   ML11631a   ML11631a         CLUH 8.86e-100   100.750000 8.717667e+01 0.4600040 0.9763929  0.20876589
351    ML01915a   ML01915a        EIF3M  2.55e-68   288.113333 2.493433e+02 0.8405433 0.9954174  0.20850280
93    ML004929a  ML004929a       TP53RK  4.35e-71    40.563333 3.510667e+01 0.3048692 0.9509182  0.20843119
164   ML007813a  ML007813a       SEC31A  0.00e+00    40.280000 3.487000e+01 0.3318782 0.9582123  0.20807732
633    ML04068a   ML04068a        SRSF3  1.17e-27   288.176667 2.495033e+02 0.7829392 0.9886341  0.20789444
1059  ML075211a  ML075211a         GAS2  2.48e-12   128.143333 1.109567e+02 0.5657159 0.9821377  0.20776207
2120   ML31032a   ML31032a         AFDN  3.19e-24    51.666667 4.474333e+01 0.3874725 0.9655676  0.20756107
2225   ML38528a   ML38528a        TUBB3  1.99e-86   173.433333 1.502333e+02 0.4939423 0.9797179  0.20717626
1552   ML14659a   ML14659a        DDX46  0.00e+00    71.480000 6.192333e+01 0.4140641 0.9724022  0.20705650
1752  ML189336a  ML189336a     ATP6V0E2  2.42e-06   160.740000 1.392533e+02 0.5629864 0.9818600  0.20701712
2182  ML348717a  ML348717a         PRG4  1.00e-03    62.570000 5.422000e+01 0.4050095 0.9703971  0.20664599
1516   ML14123a   ML14123a         PLS3  0.00e+00   350.713333 3.040500e+02 0.8242754 0.9931185  0.20598369
1474  ML131711a  ML131711a         CTCF  1.09e-13    34.276667 2.971667e+01 0.3068438 0.9513384  0.20595452
1356  ML111717a  ML111717a         LSG1 6.27e-131    44.393333 3.850333e+01 0.3553965 0.9624279  0.20535969
1363   ML11228a   ML11228a        LRP1B  2.61e-12    34.636667 3.006000e+01 0.3150017 0.9534114  0.20445509
827    ML05654a   ML05654a         GLUL  7.61e-86   127.106667 1.104200e+02 0.4482962 0.9766811  0.20303819
1758  ML190610a  ML190610a       ETFRF1  2.88e-26    63.473333 5.514333e+01 0.3546195 0.9623302  0.20296413
2271   ML45394a   ML45394a        FABP4  9.26e-11   101.480000 8.818667e+01 0.3051845 0.9509817  0.20256297
438    ML02596a   ML02596a       ADGRL3  4.29e-37    79.460000 6.905333e+01 0.3481351 0.9615199  0.20251774
253   ML012520a  ML012520a          AEN  9.03e-49    74.600000 6.483667e+01 0.3222227 0.9554282  0.20236571
1404   ML12046a   ML12046a         PXDN  5.36e-14   184.720000 1.606200e+02 0.7569369 0.9917019  0.20168853
1643  ML161320a  ML161320a        EWSR1  3.06e-23   196.283333 1.707600e+02 0.5416210 0.9823853  0.20096761
1658   ML16647a   ML16647a       DCDC2C  8.98e-36    86.780000 7.550333e+01 0.4092610 0.9713297  0.20082225
1258   ML09663a   ML09663a        SETD2  3.84e-97    44.053333 3.833667e+01 0.3582222 0.9627845  0.20052628
1357  ML111720a  ML111720a         TOX4  7.62e-04    40.886667 3.558667e+01 0.3205588 0.9549547  0.20029365
2126  ML311630a  ML311630a      ZCCHC24  6.66e-73    64.163333 5.590000e+01 0.3881940 0.9657570  0.19890081
876   ML061715a  ML061715a        DHX15  0.00e+00   113.793333 9.915000e+01 0.5806591 0.9838581  0.19873136
317   ML017317a  ML017317a      MAP3K15  1.30e-09    44.393333 3.868667e+01 0.3301089 0.9577120  0.19850661
391   ML022011a  ML022011a         MYH7  0.00e+00   367.533333 3.203000e+02 0.4191927 0.9736085  0.19845130
1022  ML073221a  ML073221a      TSPAN33  1.79e-28   146.113333 1.273700e+02 0.6156304 0.9865445  0.19806232
1406  ML120716a  ML120716a       HSPA4L  0.00e+00   308.910000 2.693200e+02 0.9990264 0.9916403  0.19786520
70     ML00332a   ML00332a        MEX3B  5.40e-55    70.103333 6.113000e+01 0.4264180 0.9751678  0.19760248
1718   ML17725a   ML17725a     SEPTIN10 2.41e-173   250.633333 2.185633e+02 1.1306634 0.9910724  0.19752691
2207  ML359311a  ML359311a       SLC2A2  5.03e-65    36.723333 3.203333e+01 0.3091290 0.9518771  0.19712309
739    ML04921a   ML04921a        PLCB4  0.00e+00    61.516667 5.367667e+01 0.3814623 0.9644119  0.19668225
1130  ML082721a  ML082721a        KARS1  0.00e+00   276.230000 2.410300e+02 0.8970651 0.9948582  0.19665729
1977   ML25743a   ML25743a        CPSF7  7.05e-26    49.910000 4.356333e+01 0.3125754 0.9527592  0.19621455
1571  ML148542a  ML148542a       UBQLN1  2.15e-19    51.570000 4.502333e+01 0.3105597 0.9522351  0.19585917
975   ML070221a  ML070221a         DAB2  2.27e-16    51.636667 4.508667e+01 0.3562101 0.9625305  0.19569502
1236   ML09426a   ML09426a     KIAA2026  2.59e-36    44.516667 3.888667e+01 0.3405404 0.9603147  0.19507000
1691  ML174719a  ML174719a      POLDIP2  5.76e-88    72.703333 6.351000e+01 0.4056127 0.9705311  0.19503774
205    ML00964a   ML00964a       ENOSF1 2.56e-180    63.106667 5.514000e+01 0.4121796 0.9719736  0.19469315
2086   ML28831a   ML28831a         CNBP  3.84e-28   211.676667 1.850000e+02 0.5258771 0.9796713  0.19433698
1754  ML189345a  ML189345a         NOX1  5.72e-84    43.023333 3.762667e+01 0.3143403 0.9532317  0.19336382
362   ML020021a  ML020021a        TARS1  0.00e+00   140.446667 1.228433e+02 0.5789557 0.9837138  0.19320282
722    ML04817a   ML04817a       SPAG16 3.06e-171    51.336667 4.492000e+01 0.3206758 0.9549879  0.19263170
2148   ML32221a   ML32221a          FYN  2.62e-23    68.143333 5.963000e+01 0.3239417 0.9559227  0.19253418
1673   ML16908a   ML16908a        LAMA2  4.41e-06   235.543333 2.062033e+02 0.6774818 0.9914523  0.19192485
1050  ML074230a  ML074230a        SUMO1  1.68e-37   831.103333 7.278333e+02 1.4231630 0.9998284  0.19141974
2244   ML41275a   ML41275a        SRSF2  3.52e-35    72.716667 6.370000e+01 0.3807214 0.9643233  0.19099270
1362   ML11223a   ML11223a       TCF7L2  2.48e-56    74.936667 6.566000e+01 0.4486736 0.9766772  0.19065706
1970  ML250610a  ML250610a     TCTEX1D1  3.35e-25    93.903333 8.228000e+01 0.4550955 0.9765401  0.19063458
333   ML017949a  ML017949a       FERMT2 1.54e-108    84.650000 7.418000e+01 0.4339958 0.9762236  0.19047980
1687   ML17377a   ML17377a         CTSH  7.07e-43   164.253333 1.439400e+02 0.4464305 0.9766899  0.19045509
1391   ML11642a   ML11642a       CHST15  2.28e-39   190.310000 1.669333e+02 0.6319059 0.9867362  0.18907931
865    ML05967a   ML05967a      CFAP221  1.89e-48    54.050000 4.742667e+01 0.3105546 0.9522338  0.18859614
434    ML02541a   ML02541a      C2orf81  1.21e-15    77.063333 6.764667e+01 0.3636670 0.9634089  0.18802574
1873   ML21657a   ML21657a      ZFYVE28  8.67e-71    97.016667 8.520333e+01 0.4370704 0.9764556  0.18732274
2300   ML47744a   ML47744a       DNAJC8  2.84e-55    71.766667 6.306000e+01 0.3792227 0.9641791  0.18658874
1196   ML09002a   ML09002a       EIF2B2  4.28e-81    75.603333 6.645333e+01 0.4702227 0.9766870  0.18610828
469    ML02968a   ML02968a        PSMA7 2.97e-127   310.846667 2.733133e+02 0.6779931 0.9914630  0.18564727
976   ML070222a  ML070222a        PPM1D  6.69e-79    70.723333 6.220333e+01 0.4318946 0.9760020  0.18519438
1485   ML13482a   ML13482a       EIF1AX  7.42e-73   885.816667 7.791600e+02 1.0823805 0.9931059  0.18508853
1588   ML14985a   ML14985a      SLC25A3 4.69e-155  1012.206667 8.903467e+02 1.5697845 1.0000000  0.18506480
515    ML03243a   ML03243a       PDE11A 6.90e-139    73.200000 6.439000e+01 0.3923377 0.9669521  0.18500700
911   ML064952a  ML064952a       INPP5J  2.69e-49    48.030000 4.227000e+01 0.3009910 0.9502536  0.18430170
898    ML06412a   ML06412a        ARNTL  3.16e-68    36.203333 3.186333e+01 0.3006700 0.9502113  0.18422534
125   ML005710a  ML005710a       CFAP53  1.88e-45   156.696667 1.379800e+02 0.5305425 0.9810009  0.18351532
1545  ML145831a  ML145831a          VWF  6.51e-20   133.730000 1.177567e+02 0.6462548 0.9874409  0.18351441
952   ML068114a  ML068114a        MAST3 3.63e-146    52.176667 4.595000e+01 0.3182431 0.9543040  0.18333992
1374   ML11468a   ML11468a       FIP1L1  4.27e-22    46.250000 4.073667e+01 0.3034335 0.9506457  0.18312543
2245   ML41321a   ML41321a        PRKG1  1.09e-88   117.830000 1.037933e+02 0.5835176 0.9840495  0.18299312
229    ML01137a   ML01137a         AVIL  4.58e-61   119.426667 1.052067e+02 0.5876019 0.9842106  0.18289888
1250   ML09536a   ML09536a          QKI  3.05e-21    99.793333 8.792667e+01 0.5376324 0.9822351  0.18264266
1595   ML15044a   ML15044a       SOWAHA  6.02e-23    42.953333 3.786000e+01 0.3263071 0.9566098  0.18209568
532   ML032917a  ML032917a        SRP68 1.85e-121   123.910000 1.092233e+02 0.5491413 0.9819451  0.18201153
737    ML04907a   ML04907a       SAMD15  5.44e-25   111.643333 9.841333e+01 0.4038257 0.9701259  0.18197141
476   ML030212a  ML030212a        SPAG8  3.17e-08    71.866667 6.335333e+01 0.4184932 0.9734430  0.18190224
1269   ML09835a   ML09835a        PMPCA 2.64e-131    64.643333 5.701000e+01 0.4232611 0.9745361  0.18128659
1322  ML105415a  ML105415a     HNRNPUL1  2.99e-75    56.266667 4.962667e+01 0.3343334 0.9588774  0.18116494
478   ML030224a  ML030224a        PLRG1  0.00e+00    63.330000 5.586000e+01 0.3763722 0.9640044  0.18107351
654   ML043316a  ML043316a         NME2  1.73e-69   687.146667 6.061100e+02 0.3233976 0.9557658  0.18103842
2216  ML375911a  ML375911a      ARHGDIA  2.21e-40   266.966667 2.355633e+02 0.6211269 0.9869104  0.18054463
1416  ML122315a  ML122315a        CAPN8  8.32e-20   241.726667 2.133267e+02 0.6184315 0.9867850  0.18031232
1938   ML23313a   ML23313a        SRPRA  0.00e+00   151.940000 1.341467e+02 0.5217694 0.9784405  0.17969052
2220  ML375923a  ML375923a        WDR43  1.12e-17    56.723333 5.009667e+01 0.3182399 0.9543031  0.17922770
1382  ML115914a  ML115914a        BAZ2B  1.70e-61    47.356667 4.182667e+01 0.3119078 0.9525848  0.17914451
233   ML011711a  ML011711a         CTSL  9.84e-38   713.650000 6.303267e+02 0.3670479 0.9636829  0.17911700
750    ML05021a   ML05021a        PFDN1  3.54e-27   245.613333 2.170133e+02 0.5356654 0.9820123  0.17860520
665   ML044613a  ML044613a          CA2  1.81e-49    94.980000 8.392667e+01 0.4415550 0.9766370  0.17849447
495    ML03121a   ML03121a         TPP1  3.33e-31    98.626667 8.715000e+01 0.4209527 0.9740178  0.17847711
716   ML047950a  ML047950a        PDCD4  4.79e-63   154.973333 1.369533e+02 0.5350867 0.9819253  0.17833561
1372   ML11466a   ML11466a         DDX5 8.03e-167    46.243333 4.092000e+01 0.3110212 0.9523540  0.17643925
1249  ML095327a  ML095327a         CAP2  2.92e-29   428.246667 3.789967e+02 1.0447138 0.9955648  0.17625686
2003   ML26174a   ML26174a          ZFR  1.30e-49    83.163333 7.360000e+01 0.3982391 0.9687050  0.17624182
2190  ML353015a  ML353015a        EIF3E 2.52e-173   286.403333 2.534967e+02 1.2029216 0.9946665  0.17608151
109   ML005320a  ML005320a       UBE2G1  2.36e-87   175.453333 1.554067e+02 0.6469929 0.9875442  0.17503896
2246   ML41322a   ML41322a        PRKG1 2.73e-130   110.933333 9.826667e+01 0.5158994 0.9771085  0.17491891
1216  ML091227a  ML091227a        SESN1  6.52e-89    52.856667 4.682333e+01 0.3229040 0.9556238  0.17485780
415    ML02334a   ML02334a     MAP1LC3C  5.79e-45    58.393333 5.175000e+01 0.3635936 0.9634022  0.17424481
2116   ML31013a   ML31013a        RAB7A 1.02e-126   372.263333 3.299233e+02 0.8828521 0.9959576  0.17419271
586    ML03583a   ML03583a         EPN2  6.06e-89    90.693333 8.039333e+01 0.4137779 0.9723366  0.17392064
2107   ML30553a   ML30553a        NUDT9 2.12e-107    54.516667 4.834667e+01 0.3072478 0.9514314  0.17328093
678   ML045242a  ML045242a        MYCBP  5.29e-42   381.740000 3.385567e+02 0.6087344 0.9856465  0.17319304
1703  ML174755a  ML174755a       TCERG1 1.56e-136    85.473333 7.582667e+01 0.3900704 0.9662780  0.17276908
1529   ML14252a   ML14252a         EMC9  4.89e-27    83.553333 7.418667e+01 0.4557699 0.9765192  0.17153747
1335  ML106625a  ML106625a        SARNP  2.11e-09   260.100000 2.309767e+02 0.6984633 0.9911636  0.17131928
842   ML056958a  ML056958a       TUBA1C  0.00e+00   634.896667 5.638233e+02 0.4688006 0.9765520  0.17127862
1979  ML257624a  ML257624a       SNAPIN  9.34e-28    65.323333 5.801667e+01 0.3037219 0.9507003  0.17113100
1187   ML08801a   ML08801a        CHST3  2.44e-24    52.126667 4.629667e+01 0.3082836 0.9516738  0.17111328
1739   ML18542a   ML18542a        PFDN2  5.50e-39   370.933333 3.294867e+02 0.4637478 0.9763487  0.17093983
1694  ML174724a  ML174724a       SEMA4A  2.54e-31    94.250000 8.373333e+01 0.4294002 0.9756708  0.17069056
707    ML04763a   ML04763a         EVI5 1.96e-125    61.676667 5.484667e+01 0.3171456 0.9539997  0.16932085
417    ML02392a   ML02392a        CAPN5 2.21e-116   156.230000 1.389767e+02 0.6287908 0.9868372  0.16882883
2242   ML40949a   ML40949a        EIF3B  6.85e-68   259.950000 2.312900e+02 0.5820311 0.9839577  0.16853126
339    ML01803a   ML01803a        SF3B2 2.62e-155    95.440000 8.493000e+01 0.3633217 0.9633773  0.16831979
908   ML064935a  ML064935a       ABLIM1  2.94e-22   152.746667 1.359900e+02 0.4749443 0.9774111  0.16764033
1889   ML21898a   ML21898a        VWA5A  8.04e-44   106.553333 9.495667e+01 0.3410525 0.9604126  0.16623453
709   ML047911a  ML047911a         MRC2  1.15e-07   293.630000 2.616733e+02 0.5684975 0.9824742  0.16623247
80     ML00383a   ML00383a        DCAF7  0.00e+00   203.463333 1.813267e+02 0.5363474 0.9821010  0.16617772
1615  ML154185a  ML154185a         GAS8  0.00e+00   205.273333 1.829767e+02 0.4855256 0.9795682  0.16588654
1793  ML200250a  ML200250a      CCDC146  0.00e+00    66.983333 5.971667e+01 0.3166277 0.9538566  0.16566853
867   ML060310a  ML060310a      CYP46A1  8.35e-50    91.193333 8.136000e+01 0.3494634 0.9616888  0.16460868
746   ML049632a  ML049632a         IST1  1.23e-79    85.973333 7.671333e+01 0.3003322 0.9501668  0.16441189
65    ML003261a  ML003261a       HNRNPF  7.14e-32    84.656667 7.555000e+01 0.3166440 0.9538611  0.16419193
107   ML005311a  ML005311a        STRAP  8.72e-41    61.960000 5.531000e+01 0.3153044 0.9534940  0.16379680
742    ML04939a   ML04939a        PTPRD  1.97e-08   174.233333 1.555900e+02 0.6084021 0.9855986  0.16327132
1742   ML18558a   ML18558a        HSPA8  0.00e+00  3108.613333 2.776380e+03 1.0797374 0.9931665  0.16306614
2169  ML342221a  ML342221a        EIF4E  1.90e-60   337.106667 3.012500e+02 0.7169350 0.9865341  0.16224392
234   ML011712a  ML011712a        SNRPA  6.65e-87   188.896667 1.688600e+02 0.5970426 0.9844392  0.16176962
1097  ML078935a  ML078935a        PTPRN  6.54e-13   157.466667 1.408667e+02 0.5282308 0.9803734  0.16071620
900    ML06455a   ML06455a        PPM1B  1.98e-04    89.240000 7.984000e+01 0.3355510 0.9591907  0.16057879
19    ML001110a  ML001110a        GLUD1 6.13e-144   424.330000 3.797367e+02 1.0762278 0.9933247  0.16018737
1001   ML07116a   ML07116a       SPOCK3  2.74e-11   148.980000 1.333633e+02 0.4107182 0.9716490  0.15975660
473    ML03003a   ML03003a        ARMC4  0.00e+00   103.546667 9.274000e+01 0.3432112 0.9607972  0.15901748
1060  ML075212a  ML075212a       GAS2L3  5.19e-13   400.190000 3.584900e+02 1.0610886 0.9939372  0.15875224
659   ML043816a  ML043816a       SLC5A7 1.25e-150    45.853333 4.108000e+01 0.3033382 0.9506276  0.15859043
1255   ML09557a   ML09557a       HMGCS1 2.56e-157    62.770000 5.624667e+01 0.3063983 0.9512424  0.15830761
2051  ML276913a  ML276913a      MAP3K10  3.98e-95    62.533333 5.604000e+01 0.3316049 0.9581367  0.15816847
648   ML042720a  ML042720a        SARS1  0.00e+00   240.023333 2.152500e+02 0.7192191 0.9861452  0.15716142
2054  ML276921a  ML276921a        ABCF2  0.00e+00   366.590000 3.287667e+02 0.5304855 0.9809874  0.15710340
2032  ML271521a  ML271521a       PRPF19  0.00e+00    96.010000 8.612333e+01 0.4344518 0.9762673  0.15678052
307   ML016366a  ML016366a        ARPC5  2.02e-35   203.043333 1.821467e+02 0.4937606 0.9797385  0.15668707
2111  ML306910a  ML306910a        UBE3B  0.00e+00    49.943333 4.480667e+01 0.3013996 0.9503109  0.15657871
755   ML050718a  ML050718a         LSM5  3.24e-48   182.236667 1.635833e+02 0.4353335 0.9763366  0.15578750
10     ML00066a   ML00066a        EIF3B  8.42e-93   275.436667 2.472900e+02 0.5555523 0.9815856  0.15551673
29     ML00143a   ML00143a       ABCA12  0.00e+00    66.116667 5.936667e+01 0.3382966 0.9598429  0.15536088
684    ML04531a   ML04531a       EFTUD2  2.41e-66    83.046667 7.458667e+01 0.3861705 0.9652544  0.15500451
1288   ML10213a   ML10213a       SORBS2  1.96e-26   125.566667 1.127767e+02 0.4483569 0.9766805  0.15498493
131   ML006111a  ML006111a      MFSD14A 1.07e-178    73.090000 6.566333e+01 0.3852828 0.9650594  0.15458604
1470   ML13143a   ML13143a         CTSV  9.93e-41   186.556667 1.676267e+02 0.5313978 0.9812045  0.15436224
1982   ML25775a   ML25775a        SPDYC  2.69e-22   139.316667 1.251833e+02 0.4036946 0.9700954  0.15432536
928   ML065748a  ML065748a        SNX12  4.89e-81   113.106667 1.017333e+02 0.5002392 0.9785386  0.15289150
1650   ML16441a   ML16441a       COL4A6 7.41e-145   277.993333 2.500400e+02 0.4026808 0.9698597  0.15289138
774    ML05174a   ML05174a      PRELID1  1.40e-23   249.793333 2.246967e+02 0.6804931 0.9915090  0.15275625
708    ML04765a   ML04765a        LAMA2  2.46e-12   103.326667 9.304667e+01 0.3692799 0.9637971  0.15118626
926   ML065728a  ML065728a         CTSD  1.11e-44   238.760000 2.150300e+02 0.5484327 0.9820028  0.15102321
1564  ML148514a  ML148514a         MYL6  1.19e-37   861.723333 7.761900e+02 0.9733689 0.9934930  0.15081490
2203  ML358836a  ML358836a      NDUFAB1  5.10e-14   186.653333 1.681967e+02 0.5270655 0.9800299  0.15021216
1856   ML21406a   ML21406a        NOVA2  1.61e-25    78.623333 7.085000e+01 0.3476815 0.9614587  0.15018968
1971   ML25062a   ML25062a        ACTN1  0.00e+00    87.093333 7.850333e+01 0.3663557 0.9636329  0.14980838
204    ML00962a   ML00962a       UBE2D2  7.54e-98   253.933333 2.289100e+02 0.5664459 0.9822218  0.14966930
2004   ML26175a   ML26175a        PSMB3 7.04e-108   362.280000 3.266200e+02 0.7151667 0.9869242  0.14949203
557   ML034336a  ML034336a       COL4A6 1.02e-151   909.823333 8.208967e+02 0.4032363 0.9699889  0.14838581
562    ML03453a   ML03453a         ODF3  3.00e-37   339.390000 3.062867e+02 0.5449021 0.9822613  0.14806149
2234   ML39838a   ML39838a       NUDCD3  3.40e-57   121.376667 1.096033e+02 0.4767470 0.9777752  0.14719943
571   ML034644a  ML034644a         RPF2  4.38e-76    93.920000 8.486333e+01 0.3707851 0.9638513  0.14629106
1267  ML097529a  ML097529a       LRSAM1  5.94e-48    93.600000 8.460333e+01 0.3284928 0.9572459  0.14579402
98     ML00496a   ML00496a         CYLD 2.95e-102    67.616667 6.114667e+01 0.3275884 0.9569837  0.14510504
1581  ML149641a  ML149641a         A1CF 3.18e-166    72.946667 6.597667e+01 0.3374460 0.9596490  0.14488616
441    ML02636a   ML02636a        SNX18  9.95e-92    73.723333 6.674000e+01 0.3116642 0.9525213  0.14356962
1547   ML14586a   ML14586a       TXNDC9  4.75e-68   255.956667 2.318667e+02 0.5050924 0.9774615  0.14260415
1056   ML07465a   ML07465a           CS  0.00e+00   474.996667 4.303267e+02 1.2426241 0.9968698  0.14248514
2155   ML32747a   ML32747a        NAA10  5.09e-95    77.426667 7.016667e+01 0.3753393 0.9639706  0.14204471
1618  ML154511a  ML154511a         GNAQ  1.71e-34    64.010000 5.801667e+01 0.3043921 0.9508275  0.14182990
492    ML03101a   ML03101a       RSPH4A 4.93e-163   228.430000 2.071100e+02 0.4165860 0.9729920  0.14135492
1918  ML223532a  ML223532a         DDX6  0.00e+00   321.823333 2.918100e+02 0.4849583 0.9794796  0.14123961
1228  ML093041a  ML093041a         GNB2 2.82e-125   167.323333 1.517600e+02 0.5908285 0.9842771  0.14084706
1113   ML08065a   ML08065a        RPL39  6.69e-23  5760.746667 5.225577e+03 0.4867135 0.9797192  0.14066556
1029  ML073241a  ML073241a     SH3BGRL3  1.33e-09   111.586667 1.012400e+02 0.3888778 0.9659428  0.14038524
1167   ML08608a   ML08608a        LRMDA  1.95e-52    71.806667 6.517333e+01 0.3174914 0.9540954  0.13983601
823    ML05551a   ML05551a       MEGF11  6.09e-24    67.016667 6.084000e+01 0.3169741 0.9539523  0.13949978
